# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
86              	DILUPBiCGStab	3.78886690e-04	9.07059460e-09	4	3.95408700e-03	3.23417730e-09	6	false	DILUPBiCGStab	5.55681140e-04	1.64036980e-09	3	true	DILUPBiCGStab	1.32185420e-05	6.42956110e-09	1	true	GAMG	5.70301320e-03	3.43430210e-04	2	true
87              	DILUPBiCGStab	3.66918340e-04	8.26354810e-09	4	3.76379280e-03	9.64293130e-09	6	false	DILUPBiCGStab	5.40743890e-04	1.33745780e-09	3	true	DILUPBiCGStab	1.22392140e-05	6.05167760e-09	1	true	GAMG	5.33130380e-03	3.29871780e-04	2	true
88              	DILUPBiCGStab	3.57198900e-04	7.50433220e-09	4	3.59074890e-03	9.18809500e-09	6	false	DILUPBiCGStab	5.25477490e-04	1.16660070e-09	3	true	DILUPBiCGStab	1.15021450e-05	5.82958300e-09	1	true	GAMG	5.03788100e-03	3.11857870e-04	2	true
89              	DILUPBiCGStab	3.47625800e-04	6.83832100e-09	4	3.40756550e-03	8.70004570e-09	6	false	DILUPBiCGStab	5.09929650e-04	1.07303490e-09	3	true	DILUPBiCGStab	1.11373310e-05	5.65669090e-09	1	true	GAMG	4.77789650e-03	2.92642730e-04	2	true
90              	DILUPBiCGStab	3.38132570e-04	6.23853420e-09	4	3.21235120e-03	8.20317630e-09	6	false	DILUPBiCGStab	4.97228140e-04	1.00372720e-09	3	true	DILUPBiCGStab	1.10218800e-05	5.49776620e-09	1	true	GAMG	4.51458390e-03	2.72512590e-04	2	true
91              	DILUPBiCGStab	3.30383050e-04	5.56888460e-09	4	3.04151310e-03	7.90057080e-09	6	false	DILUPBiCGStab	4.83913840e-04	9.40618120e-10	3	true	DILUPBiCGStab	1.13953250e-05	5.42073660e-09	1	true	GAMG	4.23193540e-03	2.53446770e-04	2	true
92              	DILUPBiCGStab	3.24308550e-04	6.13357910e-09	4	2.88905910e-03	8.68844420e-09	6	false	DILUPBiCGStab	4.70386150e-04	8.97636080e-10	3	true	DILUPBiCGStab	1.05800500e-05	5.32489260e-09	1	true	GAMG	3.94676120e-03	2.44751030e-04	2	true
93              	DILUPBiCGStab	3.18276860e-04	9.30851010e-09	4	2.74755400e-03	6.65544010e-09	6	false	DILUPBiCGStab	4.57785750e-04	8.64255200e-10	3	true	DILUPBiCGStab	1.03844310e-05	5.27930110e-09	1	true	GAMG	3.74658950e-03	2.50701240e-04	2	true
94              	DILUPBiCGStab	3.12051990e-04	4.98689050e-09	4	2.60997790e-03	9.10851270e-09	6	false	DILUPBiCGStab	4.45817640e-04	8.27637100e-10	3	true	DILUPBiCGStab	1.02621140e-05	5.25640750e-09	1	true	GAMG	3.55367010e-03	2.57277930e-04	2	true
95              	DILUPBiCGStab	3.06232420e-04	4.11817500e-09	4	2.50178060e-03	4.25471590e-10	7	false	DILUPBiCGStab	4.33833220e-04	8.00088250e-10	3	true	DILUPBiCGStab	1.01430980e-05	5.25067790e-09	1	true	GAMG	3.35109640e-03	2.60907600e-04	2	true
96              	DILUPBiCGStab	3.00460660e-04	3.78418010e-09	4	2.41335830e-03	9.78065150e-09	6	false	DILUPBiCGStab	4.22297410e-04	7.73703030e-10	3	true	DILUPBiCGStab	1.00334700e-05	5.24218650e-09	1	true	GAMG	3.16048280e-03	2.61282410e-04	2	true
97              	DILUPBiCGStab	2.94833510e-04	3.54193270e-09	4	2.32239950e-03	4.66464670e-09	6	false	DILUPBiCGStab	4.11221120e-04	7.51866370e-10	3	true	DILUPBiCGStab	9.92941650e-06	5.23493580e-09	1	true	GAMG	2.98353060e-03	2.55592080e-04	2	true
98              	DILUPBiCGStab	2.89403390e-04	3.33596400e-09	4	2.22328810e-03	4.01500920e-09	6	false	DILUPBiCGStab	4.00776430e-04	7.24484580e-10	3	true	DILUPBiCGStab	9.82655890e-06	5.23153410e-09	1	true	GAMG	2.84718560e-03	2.45052840e-04	2	true
99              	DILUPBiCGStab	2.84781860e-04	3.17726030e-09	4	2.12067340e-03	3.52682610e-09	6	false	DILUPBiCGStab	3.90326910e-04	6.96129310e-10	3	true	DILUPBiCGStab	9.72389850e-06	5.21479900e-09	1	true	GAMG	2.73578640e-03	2.29649260e-04	2	true
100             	DILUPBiCGStab	2.81014560e-04	3.02934720e-09	4	2.01840400e-03	3.09597180e-09	6	false	DILUPBiCGStab	3.80411530e-04	6.72597880e-10	3	true	DILUPBiCGStab	9.62115880e-06	5.20088860e-09	1	true	GAMG	2.61639320e-03	2.12737440e-04	2	true
101             	DILUPBiCGStab	2.78210200e-04	9.87162230e-09	4	1.92637280e-03	9.23595440e-09	5	false	DILUPBiCGStab	3.70824390e-04	6.49267230e-10	3	true	DILUPBiCGStab	9.51616560e-06	5.17957040e-09	1	true	GAMG	2.48755910e-03	1.95328240e-04	2	true
102             	DILUPBiCGStab	2.76446340e-04	9.39776560e-09	4	1.84950240e-03	7.63509100e-09	5	false	DILUPBiCGStab	3.61697320e-04	6.25117750e-10	3	true	DILUPBiCGStab	9.41061350e-06	5.14190740e-09	1	true	GAMG	2.35921260e-03	1.80046010e-04	2	true
103             	DILUPBiCGStab	2.75099580e-04	8.98782410e-09	4	1.77998590e-03	6.44500290e-09	5	false	DILUPBiCGStab	3.52958240e-04	6.04358830e-10	3	true	DILUPBiCGStab	9.30370290e-06	5.10565990e-09	1	true	GAMG	2.25458000e-03	1.66812350e-04	2	true
104             	DILUPBiCGStab	2.73917120e-04	8.55940180e-09	4	1.71195130e-03	5.52474260e-09	5	false	DILUPBiCGStab	3.45000070e-04	5.80672650e-10	3	true	DILUPBiCGStab	9.19684700e-06	5.06762780e-09	1	true	GAMG	2.16689290e-03	1.57353140e-04	2	true
105             	DILUPBiCGStab	2.72938160e-04	8.19020110e-09	4	1.64825710e-03	4.83281550e-09	5	false	DILUPBiCGStab	3.37410250e-04	5.59481160e-10	3	true	DILUPBiCGStab	9.09003870e-06	5.02023800e-09	1	true	GAMG	2.08947100e-03	1.52035490e-04	2	true
106             	DILUPBiCGStab	2.72123790e-04	7.89596860e-09	4	1.59193300e-03	4.67100320e-09	5	false	DILUPBiCGStab	3.30483760e-04	5.41457990e-10	3	true	DILUPBiCGStab	8.98191370e-06	4.96491580e-09	1	true	GAMG	2.02209630e-03	1.48378040e-04	2	true
107             	DILUPBiCGStab	2.71759690e-04	7.71227910e-09	4	1.54528070e-03	5.88716880e-09	5	false	DILUPBiCGStab	3.23980040e-04	5.23189370e-10	3	true	DILUPBiCGStab	8.87611550e-06	4.89775940e-09	1	true	GAMG	1.96033100e-03	1.43658170e-04	2	true
108             	DILUPBiCGStab	2.71882580e-04	7.73310840e-09	4	1.50479730e-03	5.10084610e-09	5	false	DILUPBiCGStab	3.18002400e-04	5.10954050e-10	3	true	DILUPBiCGStab	8.77206100e-06	4.82906870e-09	1	true	GAMG	1.91125760e-03	1.37023600e-04	2	true
109             	DILUPBiCGStab	2.72073990e-04	7.95874180e-09	4	1.46906090e-03	5.15908070e-09	5	false	DILUPBiCGStab	3.12503270e-04	5.01787020e-10	3	true	DILUPBiCGStab	8.66929090e-06	4.75704810e-09	1	true	GAMG	1.86702060e-03	1.29034950e-04	2	true
110             	DILUPBiCGStab	2.72200350e-04	8.61265510e-09	4	1.44024370e-03	3.55006870e-09	5	false	DILUPBiCGStab	3.07467520e-04	4.94994870e-10	3	true	DILUPBiCGStab	8.57060520e-06	4.67932900e-09	1	true	GAMG	1.82054920e-03	1.21277300e-04	2	true
111             	DILUPBiCGStab	2.72181220e-04	9.90724070e-09	4	1.41543590e-03	2.74850040e-09	5	false	DILUPBiCGStab	3.02888950e-04	4.91032240e-10	3	true	DILUPBiCGStab	8.47580460e-06	4.59472010e-09	1	true	GAMG	1.77782000e-03	1.17825380e-04	2	true
112             	DILUPBiCGStab	2.71912280e-04	3.41117980e-09	4	1.39413510e-03	9.19120710e-09	5	false	DILUPBiCGStab	2.98655440e-04	4.87451870e-10	3	true	DILUPBiCGStab	8.38378160e-06	4.50899870e-09	1	true	GAMG	1.73009650e-03	1.18698060e-04	2	true
113             	DILUPBiCGStab	2.71447630e-04	4.61573430e-09	4	1.37423340e-03	8.05236990e-09	5	false	DILUPBiCGStab	2.94802830e-04	4.84991990e-10	3	true	DILUPBiCGStab	8.29640990e-06	4.42716840e-09	1	true	GAMG	1.68306180e-03	1.20266840e-04	2	true
114             	DILUPBiCGStab	2.70827200e-04	6.64918650e-09	4	1.35428840e-03	7.21043660e-09	5	false	DILUPBiCGStab	2.91193870e-04	9.68740730e-09	2	true	DILUPBiCGStab	8.21371160e-06	4.34856310e-09	1	true	GAMG	1.64314360e-03	1.21960240e-04	2	true
115             	DILUPBiCGStab	2.70059500e-04	4.85963020e-10	5	1.33279790e-03	6.59028000e-09	5	false	DILUPBiCGStab	2.87694940e-04	9.30745930e-09	2	true	DILUPBiCGStab	8.13551150e-06	4.27812170e-09	1	true	GAMG	1.60821840e-03	1.22474250e-04	2	true
116             	DILUPBiCGStab	2.69187240e-04	5.12149040e-10	5	1.30993060e-03	6.15921790e-09	5	false	DILUPBiCGStab	2.84300120e-04	8.97151620e-09	2	true	DILUPBiCGStab	8.06231540e-06	4.21038700e-09	1	true	GAMG	1.57404990e-03	1.21701280e-04	2	true
117             	DILUPBiCGStab	2.68343410e-04	5.92648650e-10	5	1.28606470e-03	5.87551160e-09	5	false	DILUPBiCGStab	2.81088560e-04	8.66650530e-09	2	true	DILUPBiCGStab	7.99324950e-06	4.14638880e-09	1	true	GAMG	1.53887730e-03	1.19639660e-04	2	true
118             	DILUPBiCGStab	2.67577530e-04	7.64843210e-09	4	1.26116600e-03	5.67794950e-09	5	false	DILUPBiCGStab	2.78015710e-04	8.38922230e-09	2	true	DILUPBiCGStab	7.92882170e-06	4.08686430e-09	1	true	GAMG	1.50410000e-03	1.16525830e-04	2	true
119             	DILUPBiCGStab	2.67002340e-04	4.46046780e-09	4	1.23559420e-03	5.50182690e-09	5	false	DILUPBiCGStab	2.75028600e-04	8.13693870e-09	2	true	DILUPBiCGStab	7.86889550e-06	4.02906620e-09	1	true	GAMG	1.47024420e-03	1.12865670e-04	2	true
120             	DILUPBiCGStab	2.66613330e-04	3.10353460e-09	4	1.21003780e-03	5.31970630e-09	5	false	DILUPBiCGStab	2.72185590e-04	7.91064940e-09	2	true	DILUPBiCGStab	7.81271390e-06	3.98090670e-09	1	true	GAMG	1.43952870e-03	1.08940760e-04	2	true
121             	DILUPBiCGStab	2.66418440e-04	2.35516560e-09	4	1.18529130e-03	5.15391410e-09	5	false	DILUPBiCGStab	2.69447430e-04	7.69063970e-09	2	true	DILUPBiCGStab	7.76151090e-06	3.93629180e-09	1	true	GAMG	1.41259710e-03	1.05075160e-04	2	true
122             	DILUPBiCGStab	2.66437580e-04	9.07012400e-09	4	1.16178710e-03	5.00157240e-09	5	false	DILUPBiCGStab	2.66837620e-04	7.48209010e-09	2	true	DILUPBiCGStab	7.71305820e-06	3.89493350e-09	1	true	GAMG	1.38558670e-03	1.01667390e-04	2	true
123             	DILUPBiCGStab	2.66598310e-04	8.06458800e-09	4	1.13942600e-03	4.83587400e-09	5	false	DILUPBiCGStab	2.64363350e-04	7.29322360e-09	2	true	DILUPBiCGStab	7.66813310e-06	3.85395990e-09	1	true	GAMG	1.35642260e-03	9.86792670e-05	2	true
124             	DILUPBiCGStab	2.66874910e-04	7.41312120e-09	4	1.11842010e-03	4.67229680e-09	5	false	DILUPBiCGStab	2.61968530e-04	7.10528410e-09	2	true	DILUPBiCGStab	7.62498510e-06	3.81283820e-09	1	true	GAMG	1.32385490e-03	9.62076960e-05	2	true
125             	DILUPBiCGStab	2.67238440e-04	7.02012250e-09	4	1.09880830e-03	4.52311840e-09	5	false	DILUPBiCGStab	2.59662100e-04	6.93626110e-09	2	true	DILUPBiCGStab	7.58369490e-06	3.77160440e-09	1	true	GAMG	1.29318470e-03	9.41650040e-05	2	true
126             	DILUPBiCGStab	2.67635700e-04	6.77681740e-09	4	1.08047700e-03	4.36726350e-09	5	false	DILUPBiCGStab	2.57472940e-04	6.76214750e-09	2	true	DILUPBiCGStab	7.54581880e-06	3.73423230e-09	1	true	GAMG	1.26324420e-03	9.23690160e-05	2	true
127             	DILUPBiCGStab	2.68029350e-04	6.56797260e-09	4	1.06372670e-03	4.19354630e-09	5	false	DILUPBiCGStab	2.55406760e-04	6.59063880e-09	2	true	DILUPBiCGStab	7.51036660e-06	3.69625180e-09	1	true	GAMG	1.23863740e-03	9.08040750e-05	2	true
128             	DILUPBiCGStab	2.68389750e-04	6.39962080e-09	4	1.04817850e-03	4.00362750e-09	5	false	DILUPBiCGStab	2.53395920e-04	6.42087480e-09	2	true	DILUPBiCGStab	7.47609150e-06	3.66212640e-09	1	true	GAMG	1.21598260e-03	8.94807170e-05	2	true
129             	DILUPBiCGStab	2.68696370e-04	6.27238590e-09	4	1.03347670e-03	3.81710770e-09	5	false	DILUPBiCGStab	2.51572900e-04	6.25287530e-09	2	true	DILUPBiCGStab	7.44256860e-06	3.62811790e-09	1	true	GAMG	1.19354030e-03	8.84353260e-05	2	true
130             	DILUPBiCGStab	2.68892140e-04	6.13075370e-09	4	1.01923700e-03	3.65198820e-09	5	false	DILUPBiCGStab	2.49735730e-04	6.08396190e-09	2	true	DILUPBiCGStab	7.40851040e-06	3.59249900e-09	1	true	GAMG	1.16732220e-03	8.77182320e-05	2	true
131             	DILUPBiCGStab	2.68994400e-04	5.99283970e-09	4	1.00509590e-03	3.52626140e-09	5	false	DILUPBiCGStab	2.47932260e-04	5.92640920e-09	2	true	DILUPBiCGStab	7.37526060e-06	3.55828300e-09	1	true	GAMG	1.14015430e-03	8.72504980e-05	2	true
132             	DILUPBiCGStab	2.68959960e-04	5.80778980e-09	4	9.91363290e-04	3.44369690e-09	5	false	DILUPBiCGStab	2.46277040e-04	5.76935350e-09	2	true	DILUPBiCGStab	7.34328510e-06	3.52784020e-09	1	true	GAMG	1.11515480e-03	8.69054300e-05	2	true
133             	DILUPBiCGStab	2.68851140e-04	5.59936150e-09	4	9.77997030e-04	9.75754110e-09	4	false	DILUPBiCGStab	2.44718020e-04	5.61814520e-09	2	true	DILUPBiCGStab	7.31110050e-06	3.49869820e-09	1	true	GAMG	1.09314820e-03	8.65350170e-05	2	true
134             	DILUPBiCGStab	2.68675090e-04	5.41140420e-09	4	9.65075790e-04	9.01805490e-09	4	false	DILUPBiCGStab	2.43237160e-04	5.46862240e-09	2	true	DILUPBiCGStab	7.27907730e-06	3.46827640e-09	1	true	GAMG	1.07450470e-03	8.60291680e-05	2	true
135             	DILUPBiCGStab	2.68429120e-04	5.24518670e-09	4	9.52371360e-04	8.56638080e-09	4	false	DILUPBiCGStab	2.41866620e-04	5.32220740e-09	2	true	DILUPBiCGStab	7.24855530e-06	3.44054370e-09	1	true	GAMG	1.05561040e-03	8.53413360e-05	2	true
136             	DILUPBiCGStab	2.68156710e-04	5.08814590e-09	4	9.40019420e-04	8.45233680e-09	4	false	DILUPBiCGStab	2.40551850e-04	5.18304200e-09	2	true	DILUPBiCGStab	7.21914370e-06	3.41240120e-09	1	true	GAMG	1.03806570e-03	8.44670730e-05	2	true
137             	DILUPBiCGStab	2.67851720e-04	4.96112490e-09	4	9.28364000e-04	9.16201530e-09	4	false	DILUPBiCGStab	2.39250160e-04	5.04909250e-09	2	true	DILUPBiCGStab	7.19002700e-06	3.38354940e-09	1	true	GAMG	1.02101850e-03	8.34336560e-05	2	true
138             	DILUPBiCGStab	2.67530590e-04	4.84430930e-09	4	9.17371000e-04	2.04018300e-09	5	false	DILUPBiCGStab	2.37996390e-04	4.93318800e-09	2	true	DILUPBiCGStab	7.16186570e-06	3.35655100e-09	1	true	GAMG	1.00355570e-03	8.22937790e-05	2	true
139             	DILUPBiCGStab	2.67227790e-04	4.72653700e-09	4	9.06720490e-04	1.69891660e-09	5	false	DILUPBiCGStab	2.36846530e-04	4.81779810e-09	2	true	DILUPBiCGStab	7.13577480e-06	3.32736630e-09	1	true	GAMG	9.85523420e-04	8.11066560e-05	2	true
140             	DILUPBiCGStab	2.66932610e-04	4.61759450e-09	4	8.96358950e-04	1.74302470e-09	5	false	DILUPBiCGStab	2.35715940e-04	4.71058590e-09	2	true	DILUPBiCGStab	7.11088600e-06	3.29980160e-09	1	true	GAMG	9.68857390e-04	7.99552640e-05	2	true
141             	DILUPBiCGStab	2.66645480e-04	4.50654070e-09	4	8.86282670e-04	1.71803660e-09	5	false	DILUPBiCGStab	2.34600980e-04	4.60562800e-09	2	true	DILUPBiCGStab	7.08528250e-06	3.27427600e-09	1	true	GAMG	9.53364780e-04	7.88550730e-05	2	true
142             	DILUPBiCGStab	2.66355310e-04	4.38798190e-09	4	8.76431080e-04	1.62791660e-09	5	false	DILUPBiCGStab	2.33563770e-04	4.50775800e-09	2	true	DILUPBiCGStab	7.05937610e-06	3.24703560e-09	1	true	GAMG	9.38229850e-04	7.78660300e-05	2	true
143             	DILUPBiCGStab	2.66070390e-04	4.27137390e-09	4	8.66755880e-04	1.49194660e-09	5	false	DILUPBiCGStab	2.32620400e-04	4.41217820e-09	2	true	DILUPBiCGStab	7.03292340e-06	3.21871370e-09	1	true	GAMG	9.24046520e-04	7.69406390e-05	2	true
144             	DILUPBiCGStab	2.65785610e-04	4.15000940e-09	4	8.57288600e-04	1.38968190e-09	5	false	DILUPBiCGStab	2.31697880e-04	4.32469950e-09	2	true	DILUPBiCGStab	7.00540940e-06	3.19073330e-09	1	true	GAMG	9.09086010e-04	7.60650490e-05	2	true
145             	DILUPBiCGStab	2.65476790e-04	4.01242670e-09	4	8.48121320e-04	1.33659690e-09	5	false	DILUPBiCGStab	2.30828310e-04	4.24009870e-09	2	true	DILUPBiCGStab	6.97767010e-06	3.16163390e-09	1	true	GAMG	8.94716690e-04	7.52058760e-05	2	true
146             	DILUPBiCGStab	2.65135770e-04	3.88423100e-09	4	8.39120810e-04	1.34189450e-09	5	false	DILUPBiCGStab	2.30042970e-04	4.16207220e-09	2	true	DILUPBiCGStab	6.94919430e-06	3.13424490e-09	1	true	GAMG	8.80481200e-04	7.43506890e-05	2	true
147             	DILUPBiCGStab	2.64767000e-04	3.75461110e-09	4	8.30271210e-04	1.38059030e-09	5	false	DILUPBiCGStab	2.29315240e-04	4.08735700e-09	2	true	DILUPBiCGStab	6.92004360e-06	3.11031480e-09	1	true	GAMG	8.66731280e-04	7.35132760e-05	2	true
148             	DILUPBiCGStab	2.64340020e-04	9.91316940e-09	3	8.21446160e-04	1.43930350e-09	5	false	DILUPBiCGStab	2.28615340e-04	4.01876280e-09	2	true	DILUPBiCGStab	6.89042940e-06	3.08338730e-09	1	true	GAMG	8.53758500e-04	7.26742410e-05	2	true
149             	DILUPBiCGStab	2.63854840e-04	9.75036590e-09	3	8.12609240e-04	1.50795590e-09	5	false	DILUPBiCGStab	2.28015040e-04	3.94925610e-09	2	true	DILUPBiCGStab	6.86037500e-06	3.05557280e-09	1	true	GAMG	8.40639790e-04	7.18340930e-05	2	true
150             	DILUPBiCGStab	2.63321440e-04	9.59211030e-09	3	8.03738380e-04	1.57849140e-09	5	false	DILUPBiCGStab	2.27445310e-04	3.88020780e-09	2	true	DILUPBiCGStab	6.82980810e-06	3.02774370e-09	1	true	GAMG	8.28130790e-04	7.10068600e-05	2	true
151             	DILUPBiCGStab	2.62729770e-04	9.43680990e-09	3	7.95144240e-04	1.64948170e-09	5	false	DILUPBiCGStab	2.26957880e-04	3.81698030e-09	2	true	DILUPBiCGStab	6.79848500e-06	3.00108070e-09	1	true	GAMG	8.16598680e-04	7.01841070e-05	2	true
152             	DILUPBiCGStab	2.62091950e-04	9.28136070e-09	3	7.86897740e-04	1.68598220e-09	5	false	DILUPBiCGStab	2.26564770e-04	3.76089490e-09	2	true	DILUPBiCGStab	6.76688290e-06	2.97191360e-09	1	true	GAMG	8.04916140e-04	6.93634230e-05	2	true
153             	DILUPBiCGStab	2.61409380e-04	9.13848360e-09	3	7.78775460e-04	1.69959330e-09	5	false	DILUPBiCGStab	2.26215860e-04	3.70595840e-09	2	true	DILUPBiCGStab	6.73487670e-06	2.94375490e-09	1	true	GAMG	7.93323030e-04	6.85453410e-05	2	true
154             	DILUPBiCGStab	2.60672020e-04	9.00401520e-09	3	7.70682340e-04	1.70647580e-09	5	false	DILUPBiCGStab	2.25914720e-04	3.65458590e-09	2	true	DILUPBiCGStab	6.70254130e-06	2.91573360e-09	1	true	GAMG	7.82546090e-04	6.77255180e-05	2	true
155             	DILUPBiCGStab	2.59884020e-04	8.87135550e-09	3	7.62619330e-04	1.72347770e-09	5	false	DILUPBiCGStab	2.25689090e-04	3.60331910e-09	2	true	DILUPBiCGStab	6.66974290e-06	2.88801070e-09	1	true	GAMG	7.71725130e-04	6.68920470e-05	2	true
156             	DILUPBiCGStab	2.59050430e-04	8.74297020e-09	3	7.54571440e-04	1.75792850e-09	5	false	DILUPBiCGStab	2.25531020e-04	3.55882870e-09	2	true	DILUPBiCGStab	6.63636980e-06	2.86065590e-09	1	true	GAMG	7.61127240e-04	6.60475940e-05	2	true
157             	DILUPBiCGStab	2.58178490e-04	8.62147650e-09	3	7.46485380e-04	8.69936120e-09	4	false	DILUPBiCGStab	2.25423210e-04	3.51521450e-09	2	true	DILUPBiCGStab	6.60310700e-06	2.83318270e-09	1	true	GAMG	7.50772800e-04	6.52219180e-05	2	true
158             	DILUPBiCGStab	2.57295860e-04	8.50083580e-09	3	7.38469690e-04	6.27288890e-09	4	false	DILUPBiCGStab	2.25346120e-04	3.47249870e-09	2	true	DILUPBiCGStab	6.56900720e-06	2.80536900e-09	1	true	GAMG	7.40499820e-04	6.44126950e-05	2	true
159             	DILUPBiCGStab	2.56410360e-04	8.39436510e-09	3	7.30535730e-04	4.95852440e-09	4	false	DILUPBiCGStab	2.25325540e-04	3.43123590e-09	2	true	DILUPBiCGStab	6.53461880e-06	2.77463070e-09	1	true	GAMG	7.30579660e-04	6.36310160e-05	2	true
160             	DILUPBiCGStab	2.55505140e-04	8.28372430e-09	3	7.22639730e-04	4.27985260e-09	4	false	DILUPBiCGStab	2.25331910e-04	3.39203080e-09	2	true	DILUPBiCGStab	6.50005200e-06	2.74632120e-09	1	true	GAMG	7.21198700e-04	6.28517920e-05	2	true
161             	DILUPBiCGStab	2.54574170e-04	8.18078320e-09	3	7.14724210e-04	3.93679150e-09	4	false	DILUPBiCGStab	2.25383470e-04	3.34837340e-09	2	true	DILUPBiCGStab	6.46530130e-06	2.71886980e-09	1	true	GAMG	7.12012040e-04	6.20892200e-05	2	true
162             	DILUPBiCGStab	2.53628180e-04	8.08303120e-09	3	7.06805220e-04	3.76928250e-09	4	false	DILUPBiCGStab	2.25493170e-04	3.30891050e-09	2	true	DILUPBiCGStab	6.43019460e-06	2.69104830e-09	1	true	GAMG	7.03076900e-04	6.13531640e-05	2	true
163             	DILUPBiCGStab	2.52659240e-04	7.98325760e-09	3	6.98937240e-04	3.69208650e-09	4	false	DILUPBiCGStab	2.25615700e-04	3.26657480e-09	2	true	DILUPBiCGStab	6.39479120e-06	2.66414140e-09	1	true	GAMG	6.93856360e-04	6.06027880e-05	2	true
164             	DILUPBiCGStab	2.51669570e-04	7.88825140e-09	3	6.91437100e-04	3.66778290e-09	4	false	DILUPBiCGStab	2.25770410e-04	3.22424760e-09	2	true	DILUPBiCGStab	6.35903850e-06	2.63327730e-09	1	true	GAMG	6.84052180e-04	5.98450490e-05	2	true
165             	DILUPBiCGStab	2.50650880e-04	7.79538980e-09	3	6.84070900e-04	3.66877990e-09	4	false	DILUPBiCGStab	2.25925660e-04	3.18071520e-09	2	true	DILUPBiCGStab	6.32305410e-06	2.60320010e-09	1	true	GAMG	6.75049700e-04	5.90601310e-05	2	true
166             	DILUPBiCGStab	2.49588410e-04	7.70602920e-09	3	6.76677750e-04	3.67327350e-09	4	false	DILUPBiCGStab	2.26092190e-04	3.14134070e-09	2	true	DILUPBiCGStab	6.28688750e-06	2.57346990e-09	1	true	GAMG	6.65769630e-04	5.82491660e-05	2	true
167             	DILUPBiCGStab	2.48474990e-04	7.62102280e-09	3	6.69223630e-04	3.67972640e-09	4	false	DILUPBiCGStab	2.26266500e-04	3.10288620e-09	2	true	DILUPBiCGStab	6.25087520e-06	2.54567730e-09	1	true	GAMG	6.56218740e-04	5.74179040e-05	2	true
168             	DILUPBiCGStab	2.47309620e-04	7.52964450e-09	3	6.61681300e-04	3.67983080e-09	4	false	DILUPBiCGStab	2.26423880e-04	3.06334910e-09	2	true	DILUPBiCGStab	6.21436170e-06	2.51794220e-09	1	true	GAMG	6.46621120e-04	5.65729770e-05	2	true
169             	DILUPBiCGStab	2.46094850e-04	7.43426070e-09	3	6.54103720e-04	3.66704300e-09	4	false	DILUPBiCGStab	2.26573910e-04	3.02299770e-09	2	true	DILUPBiCGStab	6.17773690e-06	2.48784810e-09	1	true	GAMG	6.37015790e-04	5.57280290e-05	2	true
170             	DILUPBiCGStab	2.44830920e-04	7.33561130e-09	3	6.46514880e-04	3.63688350e-09	4	false	DILUPBiCGStab	2.26702830e-04	2.98246810e-09	2	true	DILUPBiCGStab	6.14085310e-06	2.45926600e-09	1	true	GAMG	6.28103460e-04	5.48915370e-05	2	true
171             	DILUPBiCGStab	2.43521850e-04	7.22792620e-09	3	6.38896170e-04	3.60789810e-09	4	false	DILUPBiCGStab	2.26790440e-04	2.94621090e-09	2	true	DILUPBiCGStab	6.10362550e-06	2.43246480e-09	1	true	GAMG	6.19449170e-04	5.40660550e-05	2	true
172             	DILUPBiCGStab	2.42174700e-04	7.12793500e-09	3	6.31293160e-04	3.57324460e-09	4	false	DILUPBiCGStab	2.26845030e-04	2.91339650e-09	2	true	DILUPBiCGStab	6.06667760e-06	2.40607910e-09	1	true	GAMG	6.11093800e-04	5.32543120e-05	2	true
173             	DILUPBiCGStab	2.40808420e-04	7.04194760e-09	3	6.23704220e-04	3.54593690e-09	4	false	DILUPBiCGStab	2.26874440e-04	2.87679190e-09	2	true	DILUPBiCGStab	6.02963850e-06	2.37863940e-09	1	true	GAMG	6.02886480e-04	5.24630450e-05	2	true
174             	DILUPBiCGStab	2.39419970e-04	6.95754090e-09	3	6.16159540e-04	3.52801360e-09	4	false	DILUPBiCGStab	2.26848620e-04	2.84162850e-09	2	true	DILUPBiCGStab	5.99237040e-06	2.35030690e-09	1	true	GAMG	5.94143110e-04	5.16949270e-05	2	true
175             	DILUPBiCGStab	2.38013150e-04	6.86940150e-09	3	6.09007420e-04	3.51922860e-09	4	false	DILUPBiCGStab	2.26789760e-04	2.80726660e-09	2	true	DILUPBiCGStab	5.95504200e-06	2.32356340e-09	1	true	GAMG	5.86001350e-04	5.09434250e-05	2	true
176             	DILUPBiCGStab	2.36588670e-04	6.78076210e-09	3	6.02002930e-04	3.51192060e-09	4	false	DILUPBiCGStab	2.26702990e-04	2.77576470e-09	2	true	DILUPBiCGStab	5.91765830e-06	2.29763660e-09	1	true	GAMG	5.78276090e-04	5.02069730e-05	2	true
177             	DILUPBiCGStab	2.35132310e-04	6.69397640e-09	3	5.95018470e-04	3.51160880e-09	4	false	DILUPBiCGStab	2.26566260e-04	2.74234920e-09	2	true	DILUPBiCGStab	5.88032360e-06	2.27103840e-09	1	true	GAMG	5.70340550e-04	4.94813820e-05	2	true
