# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	nuTilda_solver  	nuTilda_initial 	nuTilda_final   	nuTilda_iters   	nuTilda_converged	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
8973            	DILUPBiCGStab	1.10800400e-05	7.48578740e-09	1	1.38078940e-05	3.31695270e-09	2	false	DILUPBiCGStab	2.27816410e-05	3.82043380e-09	1	true	GAMG	2.83758180e-05	6.81855770e-07	1	true
8974            	DILUPBiCGStab	1.16885670e-05	7.37552360e-09	1	1.43611670e-05	3.31063010e-09	2	false	DILUPBiCGStab	2.30719370e-05	3.71655900e-09	1	true	GAMG	2.77353080e-05	6.90242390e-07	1	true
8975            	DILUPBiCGStab	1.10788270e-05	7.48525790e-09	1	1.38070030e-05	3.31674030e-09	2	false	DILUPBiCGStab	2.27753460e-05	3.81887280e-09	1	true	GAMG	2.83757920e-05	6.81799760e-07	1	true
8976            	DILUPBiCGStab	1.16873150e-05	7.37503560e-09	1	1.43602410e-05	3.31041830e-09	2	false	DILUPBiCGStab	2.30655950e-05	3.71501580e-09	1	true	GAMG	2.77352580e-05	6.90185090e-07	1	true
8977            	DILUPBiCGStab	1.10776140e-05	7.48472830e-09	1	1.38061130e-05	3.31652790e-09	2	false	DILUPBiCGStab	2.27690540e-05	3.81731260e-09	1	true	GAMG	2.83757660e-05	6.81743710e-07	1	true
8978            	DILUPBiCGStab	1.16860630e-05	7.37454760e-09	1	1.43593150e-05	3.31020670e-09	2	false	DILUPBiCGStab	2.30592560e-05	3.71347350e-09	1	true	GAMG	2.77352090e-05	6.90127860e-07	1	true
8979            	DILUPBiCGStab	1.10764010e-05	7.48419880e-09	1	1.38052220e-05	3.31631560e-09	2	false	DILUPBiCGStab	2.27627640e-05	3.81575340e-09	1	true	GAMG	2.83757410e-05	6.81687590e-07	1	true
8980            	DILUPBiCGStab	1.16848120e-05	7.37405960e-09	1	1.43583890e-05	3.30999510e-09	2	false	DILUPBiCGStab	2.30529190e-05	3.71193210e-09	1	true	GAMG	2.77351590e-05	6.90070650e-07	1	true
8981            	DILUPBiCGStab	1.10751890e-05	7.48366920e-09	1	1.38043320e-05	3.31610340e-09	2	false	DILUPBiCGStab	2.27564760e-05	3.81419510e-09	1	true	GAMG	2.83757150e-05	6.81631580e-07	1	true
8982            	DILUPBiCGStab	1.16835600e-05	7.37357160e-09	1	1.43574640e-05	3.30978360e-09	2	false	DILUPBiCGStab	2.30465850e-05	3.71039170e-09	1	true	GAMG	2.77351090e-05	6.90013460e-07	1	true
8983            	DILUPBiCGStab	1.10739760e-05	7.48313980e-09	1	1.38034430e-05	3.31589120e-09	2	false	DILUPBiCGStab	2.27501910e-05	3.81263770e-09	1	true	GAMG	2.83756890e-05	6.81575570e-07	1	true
8984            	DILUPBiCGStab	1.16823090e-05	7.37308350e-09	1	1.43565390e-05	3.30957210e-09	2	false	DILUPBiCGStab	2.30402530e-05	3.70885210e-09	1	true	GAMG	2.77350590e-05	6.89956430e-07	1	true
8985            	DILUPBiCGStab	1.10727640e-05	7.48261030e-09	1	1.38025530e-05	3.31567920e-09	2	false	DILUPBiCGStab	2.27439090e-05	3.81108120e-09	1	true	GAMG	2.83756630e-05	6.81519600e-07	1	true
8986            	DILUPBiCGStab	1.16810580e-05	7.37259550e-09	1	1.43556150e-05	3.30936080e-09	2	false	DILUPBiCGStab	2.30339240e-05	3.70731340e-09	1	true	GAMG	2.77350090e-05	6.89899280e-07	1	true
8987            	DILUPBiCGStab	1.10715520e-05	7.48208080e-09	1	1.38016640e-05	3.31546710e-09	2	false	DILUPBiCGStab	2.27376290e-05	3.80952570e-09	1	true	GAMG	2.83756370e-05	6.81463650e-07	1	true
8988            	DILUPBiCGStab	1.16798080e-05	7.37210740e-09	1	1.43546910e-05	3.30914950e-09	2	false	DILUPBiCGStab	2.30275980e-05	3.70577570e-09	1	true	GAMG	2.77349600e-05	6.89842170e-07	1	true
8989            	DILUPBiCGStab	1.10703400e-05	7.48155140e-09	1	1.38007750e-05	3.31525520e-09	2	false	DILUPBiCGStab	2.27313510e-05	3.80797100e-09	1	true	GAMG	2.83756120e-05	6.81407670e-07	1	true
8990            	DILUPBiCGStab	1.16785570e-05	7.37161920e-09	1	1.43537670e-05	3.30893820e-09	2	false	DILUPBiCGStab	2.30212740e-05	3.70423880e-09	1	true	GAMG	2.77349100e-05	6.89785150e-07	1	true
8991            	DILUPBiCGStab	1.10691280e-05	7.48102190e-09	1	1.37998870e-05	3.31504330e-09	2	false	DILUPBiCGStab	2.27250770e-05	3.80641730e-09	1	true	GAMG	2.83755860e-05	6.81351700e-07	1	true
8992            	DILUPBiCGStab	1.16773070e-05	7.37113110e-09	1	1.43528430e-05	3.30872710e-09	2	false	DILUPBiCGStab	2.30149520e-05	3.70270290e-09	1	true	GAMG	2.77348600e-05	6.89728150e-07	1	true
8993            	DILUPBiCGStab	1.10679170e-05	7.48049250e-09	1	1.37989980e-05	3.31483150e-09	2	false	DILUPBiCGStab	2.27188040e-05	3.80486450e-09	1	true	GAMG	2.83755600e-05	6.81295800e-07	1	true
8994            	DILUPBiCGStab	1.16760570e-05	7.37064290e-09	1	1.43519200e-05	3.30851600e-09	2	false	DILUPBiCGStab	2.30086330e-05	3.70116780e-09	1	true	GAMG	2.77348100e-05	6.89671120e-07	1	true
8995            	DILUPBiCGStab	1.10667050e-05	7.47996300e-09	1	1.37981100e-05	3.31461970e-09	2	false	DILUPBiCGStab	2.27125340e-05	3.80331260e-09	1	true	GAMG	2.83755340e-05	6.81239910e-07	1	true
8996            	DILUPBiCGStab	1.16748070e-05	7.37015480e-09	1	1.43509970e-05	3.30830490e-09	2	false	DILUPBiCGStab	2.30023170e-05	3.69963370e-09	1	true	GAMG	2.77347600e-05	6.89614080e-07	1	true
8997            	DILUPBiCGStab	1.10654940e-05	7.47943360e-09	1	1.37972230e-05	3.31440800e-09	2	false	DILUPBiCGStab	2.27062670e-05	3.80176160e-09	1	true	GAMG	2.83755080e-05	6.81184070e-07	1	true
8998            	DILUPBiCGStab	1.16735580e-05	7.36966660e-09	1	1.43500740e-05	3.30809400e-09	2	false	DILUPBiCGStab	2.29960030e-05	3.69810050e-09	1	true	GAMG	2.77347110e-05	6.89557030e-07	1	true
8999            	DILUPBiCGStab	1.10642840e-05	7.47890410e-09	1	1.37963350e-05	3.31419640e-09	2	false	DILUPBiCGStab	2.27000030e-05	3.80021150e-09	1	true	GAMG	2.83754820e-05	6.81128150e-07	1	true
9000            	DILUPBiCGStab	1.16723090e-05	7.36917830e-09	1	1.43491520e-05	3.30788310e-09	2	false	DILUPBiCGStab	2.29896920e-05	3.69656810e-09	1	true	GAMG	2.77346610e-05	6.89500080e-07	1	true
9001            	DILUPBiCGStab	1.10630740e-05	7.47837470e-09	1	1.37954480e-05	3.31398490e-09	2	false	DILUPBiCGStab	2.26937400e-05	3.79866230e-09	1	true	GAMG	2.83754560e-05	6.81072290e-07	1	true
9002            	DILUPBiCGStab	1.16710610e-05	7.36869010e-09	1	1.43482300e-05	3.30767230e-09	2	false	DILUPBiCGStab	2.29833830e-05	3.69503670e-09	1	true	GAMG	2.77346110e-05	6.89443070e-07	1	true
9003            	DILUPBiCGStab	1.10618650e-05	7.47784530e-09	1	1.37945610e-05	3.31377340e-09	2	false	DILUPBiCGStab	2.26874810e-05	3.79711410e-09	1	true	GAMG	2.83754300e-05	6.81016490e-07	1	true
9004            	DILUPBiCGStab	1.16698130e-05	7.36820180e-09	1	1.43473080e-05	3.30746150e-09	2	false	DILUPBiCGStab	2.29770750e-05	3.69350620e-09	1	true	GAMG	2.77345620e-05	6.89386170e-07	1	true
9005            	DILUPBiCGStab	1.10606550e-05	7.47731580e-09	1	1.37936750e-05	3.31356190e-09	2	false	DILUPBiCGStab	2.26812260e-05	3.79556680e-09	1	true	GAMG	2.83754040e-05	6.80960620e-07	1	true
9006            	DILUPBiCGStab	1.16685650e-05	7.36771350e-09	1	1.43463870e-05	3.30725080e-09	2	false	DILUPBiCGStab	2.29707810e-05	3.69197660e-09	1	true	GAMG	2.77345130e-05	6.89329270e-07	1	true
9007            	DILUPBiCGStab	1.10594460e-05	7.47678640e-09	1	1.37927880e-05	3.31335060e-09	2	false	DILUPBiCGStab	2.26749810e-05	3.79402040e-09	1	true	GAMG	2.83753780e-05	6.80904850e-07	1	true
9008            	DILUPBiCGStab	1.16673170e-05	7.36722520e-09	1	1.43454660e-05	3.30704020e-09	2	false	DILUPBiCGStab	2.29644900e-05	3.69044800e-09	1	true	GAMG	2.77344630e-05	6.89272340e-07	1	true
9009            	DILUPBiCGStab	1.10582370e-05	7.47625700e-09	1	1.37919020e-05	3.31313930e-09	2	false	DILUPBiCGStab	2.26687390e-05	3.79247500e-09	1	true	GAMG	2.83753520e-05	6.80848970e-07	1	true
9010            	DILUPBiCGStab	1.16660700e-05	7.36673690e-09	1	1.43445450e-05	3.30682970e-09	2	false	DILUPBiCGStab	2.29582010e-05	3.68892030e-09	1	true	GAMG	2.77344140e-05	6.89215360e-07	1	true
9011            	DILUPBiCGStab	1.10570280e-05	7.47572760e-09	1	1.37910170e-05	3.31292810e-09	2	false	DILUPBiCGStab	2.26624990e-05	3.79093050e-09	1	true	GAMG	2.83753260e-05	6.80793210e-07	1	true
9012            	DILUPBiCGStab	1.16648220e-05	7.36624860e-09	1	1.43436250e-05	3.30661920e-09	2	false	DILUPBiCGStab	2.29519140e-05	3.68739350e-09	1	true	GAMG	2.77343650e-05	6.89158500e-07	1	true
9013            	DILUPBiCGStab	1.10558190e-05	7.47519810e-09	1	1.37901310e-05	3.31271690e-09	2	false	DILUPBiCGStab	2.26562610e-05	3.78938690e-09	1	true	GAMG	2.83753000e-05	6.80737390e-07	1	true
9014            	DILUPBiCGStab	1.16635750e-05	7.36576020e-09	1	1.43427040e-05	3.30640880e-09	2	false	DILUPBiCGStab	2.29456310e-05	3.68586760e-09	1	true	GAMG	2.77343160e-05	6.89101610e-07	1	true
9015            	DILUPBiCGStab	1.10546110e-05	7.47466870e-09	1	1.37892460e-05	3.31250580e-09	2	false	DILUPBiCGStab	2.26500260e-05	3.78784420e-09	1	true	GAMG	2.83752740e-05	6.80681740e-07	1	true
9016            	DILUPBiCGStab	1.16623280e-05	7.36527180e-09	1	1.43417840e-05	3.30619850e-09	2	false	DILUPBiCGStab	2.29393490e-05	3.68434260e-09	1	true	GAMG	2.77342660e-05	6.89044790e-07	1	true
9017            	DILUPBiCGStab	1.10534020e-05	7.47413930e-09	1	1.37883610e-05	3.31229480e-09	2	false	DILUPBiCGStab	2.26437940e-05	3.78630250e-09	1	true	GAMG	2.83752480e-05	6.80626080e-07	1	true
9018            	DILUPBiCGStab	1.16610810e-05	7.36478340e-09	1	1.43408650e-05	3.30598820e-09	2	false	DILUPBiCGStab	2.29330700e-05	3.68281850e-09	1	true	GAMG	2.77342170e-05	6.88987850e-07	1	true
9019            	DILUPBiCGStab	1.10521940e-05	7.47360990e-09	1	1.37874770e-05	3.31208390e-09	2	false	DILUPBiCGStab	2.26375640e-05	3.78476160e-09	1	true	GAMG	2.83752220e-05	6.80570440e-07	1	true
9020            	DILUPBiCGStab	1.16598340e-05	7.36429500e-09	1	1.43399460e-05	3.30577800e-09	2	false	DILUPBiCGStab	2.29267940e-05	3.68129530e-09	1	true	GAMG	2.77341680e-05	6.88931090e-07	1	true
9021            	DILUPBiCGStab	1.10509860e-05	7.47308050e-09	1	1.37865920e-05	3.31187300e-09	2	false	DILUPBiCGStab	2.26313370e-05	3.78322170e-09	1	true	GAMG	2.83751950e-05	6.80514840e-07	1	true
9022            	DILUPBiCGStab	1.16585880e-05	7.36380650e-09	1	1.43390270e-05	3.30556780e-09	2	false	DILUPBiCGStab	2.29205210e-05	3.67977310e-09	1	true	GAMG	2.77341180e-05	6.88874270e-07	1	true
9023            	DILUPBiCGStab	1.10497780e-05	7.47255110e-09	1	1.37857080e-05	3.31166220e-09	2	false	DILUPBiCGStab	2.26251120e-05	3.78168270e-09	1	true	GAMG	2.83751690e-05	6.80459170e-07	1	true
9024            	DILUPBiCGStab	1.16573410e-05	7.36331800e-09	1	1.43381080e-05	3.30535780e-09	2	false	DILUPBiCGStab	2.29142500e-05	3.67825170e-09	1	true	GAMG	2.77340690e-05	6.88817450e-07	1	true
9025            	DILUPBiCGStab	1.10485700e-05	7.47202170e-09	1	1.37848240e-05	3.31145140e-09	2	false	DILUPBiCGStab	2.26188900e-05	3.78014450e-09	1	true	GAMG	2.83751430e-05	6.80403670e-07	1	true
9026            	DILUPBiCGStab	1.16560950e-05	7.36282960e-09	1	1.43371890e-05	3.30514780e-09	2	false	DILUPBiCGStab	2.29079810e-05	3.67673120e-09	1	true	GAMG	2.77340200e-05	6.88760730e-07	1	true
9027            	DILUPBiCGStab	1.10473620e-05	7.47149230e-09	1	1.37839410e-05	3.31124070e-09	2	false	DILUPBiCGStab	2.26126700e-05	3.77860730e-09	1	true	GAMG	2.83751170e-05	6.80348080e-07	1	true
9028            	DILUPBiCGStab	1.16548490e-05	7.36234100e-09	1	1.43362710e-05	3.30493790e-09	2	false	DILUPBiCGStab	2.29017150e-05	3.67521170e-09	1	true	GAMG	2.77339700e-05	6.88703960e-07	1	true
9029            	DILUPBiCGStab	1.10461550e-05	7.47096290e-09	1	1.37830580e-05	3.31103010e-09	2	false	DILUPBiCGStab	2.26064530e-05	3.77707100e-09	1	true	GAMG	2.83750900e-05	6.80292530e-07	1	true
9030            	DILUPBiCGStab	1.16536030e-05	7.36185250e-09	1	1.43353540e-05	3.30472800e-09	2	false	DILUPBiCGStab	2.28954520e-05	3.67369300e-09	1	true	GAMG	2.77339210e-05	6.88647250e-07	1	true
9031            	DILUPBiCGStab	1.10449480e-05	7.47043350e-09	1	1.37821750e-05	3.31081950e-09	2	false	DILUPBiCGStab	2.26002380e-05	3.77553570e-09	1	true	GAMG	2.83750640e-05	6.80237160e-07	1	true
9032            	DILUPBiCGStab	1.16523580e-05	7.36136400e-09	1	1.43344360e-05	3.30451820e-09	2	false	DILUPBiCGStab	2.28891910e-05	3.67217520e-09	1	true	GAMG	2.77338720e-05	6.88590520e-07	1	true
9033            	DILUPBiCGStab	1.10437410e-05	7.46990420e-09	1	1.37812920e-05	3.31060910e-09	2	false	DILUPBiCGStab	2.25940260e-05	3.77400120e-09	1	true	GAMG	2.83750380e-05	6.80181780e-07	1	true
9034            	DILUPBiCGStab	1.16511130e-05	7.36087540e-09	1	1.43335190e-05	3.30430850e-09	2	false	DILUPBiCGStab	2.28829320e-05	3.67065840e-09	1	true	GAMG	2.77338230e-05	6.88533830e-07	1	true
9035            	DILUPBiCGStab	1.10425340e-05	7.46937490e-09	1	1.37804100e-05	3.31039860e-09	2	false	DILUPBiCGStab	2.25878160e-05	3.77246760e-09	1	true	GAMG	2.83750120e-05	6.80126360e-07	1	true
9036            	DILUPBiCGStab	1.16498680e-05	7.36038680e-09	1	1.43326020e-05	3.30409880e-09	2	false	DILUPBiCGStab	2.28766760e-05	3.66914240e-09	1	true	GAMG	2.77337730e-05	6.88477120e-07	1	true
9037            	DILUPBiCGStab	1.10413290e-05	7.46884560e-09	1	1.37795280e-05	3.31018830e-09	2	false	DILUPBiCGStab	2.25816090e-05	3.77093500e-09	1	true	GAMG	2.83749850e-05	6.80071020e-07	1	true
9038            	DILUPBiCGStab	1.16486250e-05	7.35989830e-09	1	1.43316850e-05	3.30388930e-09	2	false	DILUPBiCGStab	2.28704230e-05	3.66762740e-09	1	true	GAMG	2.77337240e-05	6.88420490e-07	1	true
9039            	DILUPBiCGStab	1.10401240e-05	7.46831630e-09	1	1.37786460e-05	3.30997800e-09	2	false	DILUPBiCGStab	2.25754040e-05	3.76940320e-09	1	true	GAMG	2.83749590e-05	6.80015660e-07	1	true
9040            	DILUPBiCGStab	1.16473810e-05	7.35940970e-09	1	1.43307690e-05	3.30367980e-09	2	false	DILUPBiCGStab	2.28641720e-05	3.66611330e-09	1	true	GAMG	2.77336750e-05	6.88363800e-07	1	true
9041            	DILUPBiCGStab	1.10389190e-05	7.46778700e-09	1	1.37777650e-05	3.30976780e-09	2	false	DILUPBiCGStab	2.25692010e-05	3.76787240e-09	1	true	GAMG	2.83749330e-05	6.79960270e-07	1	true
9042            	DILUPBiCGStab	1.16461380e-05	7.35892110e-09	1	1.43298530e-05	3.30347030e-09	2	false	DILUPBiCGStab	2.28579230e-05	3.66460000e-09	1	true	GAMG	2.77336260e-05	6.88307180e-07	1	true
9043            	DILUPBiCGStab	1.10377140e-05	7.46725780e-09	1	1.37768840e-05	3.30955760e-09	2	false	DILUPBiCGStab	2.25630020e-05	3.76634250e-09	1	true	GAMG	2.83749060e-05	6.79904960e-07	1	true
9044            	DILUPBiCGStab	1.16448950e-05	7.35843250e-09	1	1.43289370e-05	3.30326090e-09	2	false	DILUPBiCGStab	2.28516770e-05	3.66308770e-09	1	true	GAMG	2.77335760e-05	6.88250510e-07	1	true
9045            	DILUPBiCGStab	1.10365100e-05	7.46672850e-09	1	1.37760030e-05	3.30934750e-09	2	false	DILUPBiCGStab	2.25568040e-05	3.76481350e-09	1	true	GAMG	2.83748800e-05	6.79849690e-07	1	true
9046            	DILUPBiCGStab	1.16436520e-05	7.35794390e-09	1	1.43280220e-05	3.30305160e-09	2	false	DILUPBiCGStab	2.28454330e-05	3.66157620e-09	1	true	GAMG	2.77335270e-05	6.88193900e-07	1	true
9047            	DILUPBiCGStab	1.10353050e-05	7.46619920e-09	1	1.37751220e-05	3.30913750e-09	2	false	DILUPBiCGStab	2.25506090e-05	3.76328540e-09	1	true	GAMG	2.83748530e-05	6.79794380e-07	1	true
9048            	DILUPBiCGStab	1.16424090e-05	7.35745520e-09	1	1.43271070e-05	3.30284240e-09	2	false	DILUPBiCGStab	2.28391920e-05	3.66006570e-09	1	true	GAMG	2.77334780e-05	6.88137320e-07	1	true
9049            	DILUPBiCGStab	1.10341010e-05	7.46566990e-09	1	1.37742420e-05	3.30892750e-09	2	false	DILUPBiCGStab	2.25444160e-05	3.76175820e-09	1	true	GAMG	2.83748270e-05	6.79739180e-07	1	true
9050            	DILUPBiCGStab	1.16411660e-05	7.35696660e-09	1	1.43261920e-05	3.30263320e-09	2	false	DILUPBiCGStab	2.28329540e-05	3.65855610e-09	1	true	GAMG	2.77334290e-05	6.88080710e-07	1	true
9051            	DILUPBiCGStab	1.10328970e-05	7.46514070e-09	1	1.37733620e-05	3.30871770e-09	2	false	DILUPBiCGStab	2.25382260e-05	3.76023190e-09	1	true	GAMG	2.83748000e-05	6.79683870e-07	1	true
9052            	DILUPBiCGStab	1.16399240e-05	7.35647790e-09	1	1.43252780e-05	3.30242410e-09	2	false	DILUPBiCGStab	2.28267180e-05	3.65704730e-09	1	true	GAMG	2.77333790e-05	6.88024200e-07	1	true
9053            	DILUPBiCGStab	1.10316930e-05	7.46461150e-09	1	1.37724820e-05	3.30850780e-09	2	false	DILUPBiCGStab	2.25320390e-05	3.75870650e-09	1	true	GAMG	2.83747740e-05	6.79628650e-07	1	true
9054            	DILUPBiCGStab	1.16386820e-05	7.35598920e-09	1	1.43243630e-05	3.30221500e-09	2	false	DILUPBiCGStab	2.28204840e-05	3.65553950e-09	1	true	GAMG	2.77333300e-05	6.87967580e-07	1	true
9055            	DILUPBiCGStab	1.10304890e-05	7.46408230e-09	1	1.37716020e-05	3.30829810e-09	2	false	DILUPBiCGStab	2.25258540e-05	3.75718210e-09	1	true	GAMG	2.83747470e-05	6.79573410e-07	1	true
9056            	DILUPBiCGStab	1.16374400e-05	7.35550050e-09	1	1.43234500e-05	3.30200610e-09	2	false	DILUPBiCGStab	2.28142530e-05	3.65403260e-09	1	true	GAMG	2.77332810e-05	6.87911100e-07	1	true
9057            	DILUPBiCGStab	1.10292850e-05	7.46355610e-09	1	1.37707230e-05	3.30808840e-09	2	false	DILUPBiCGStab	2.25196710e-05	3.75565850e-09	1	true	GAMG	2.83747210e-05	6.79518170e-07	1	true
9058            	DILUPBiCGStab	1.16361980e-05	7.35501180e-09	1	1.43225360e-05	3.30179720e-09	2	false	DILUPBiCGStab	2.28080240e-05	3.65252650e-09	1	true	GAMG	2.77332310e-05	6.87854610e-07	1	true
9059            	DILUPBiCGStab	1.10280820e-05	7.46303010e-09	1	1.37698440e-05	3.30787880e-09	2	false	DILUPBiCGStab	2.25134910e-05	3.75413580e-09	1	true	GAMG	2.83746940e-05	6.79462950e-07	1	true
9060            	DILUPBiCGStab	1.16349560e-05	7.35452300e-09	1	1.43216230e-05	3.30158840e-09	2	false	DILUPBiCGStab	2.28017980e-05	3.65102140e-09	1	true	GAMG	2.77331820e-05	6.87798290e-07	1	true
9061            	DILUPBiCGStab	1.10268790e-05	7.46250410e-09	1	1.37689650e-05	3.30766920e-09	2	false	DILUPBiCGStab	2.25073130e-05	3.75261410e-09	1	true	GAMG	2.83746680e-05	6.79407890e-07	1	true
9062            	DILUPBiCGStab	1.16337150e-05	7.35403420e-09	1	1.43207100e-05	3.30137960e-09	2	false	DILUPBiCGStab	2.27955740e-05	3.64951710e-09	1	true	GAMG	2.77331330e-05	6.87741900e-07	1	true
9063            	DILUPBiCGStab	1.10256760e-05	7.46197820e-09	1	1.37680870e-05	3.30745970e-09	2	false	DILUPBiCGStab	2.25011380e-05	3.75109320e-09	1	true	GAMG	2.83746410e-05	6.79352640e-07	1	true
9064            	DILUPBiCGStab	1.16324740e-05	7.35354540e-09	1	1.43197970e-05	3.30117090e-09	2	false	DILUPBiCGStab	2.27893530e-05	3.64801370e-09	1	true	GAMG	2.77330840e-05	6.87685510e-07	1	true
9065            	DILUPBiCGStab	1.10244730e-05	7.46145230e-09	1	1.37672090e-05	3.30725030e-09	2	false	DILUPBiCGStab	2.24949650e-05	3.74957320e-09	1	true	GAMG	2.83746140e-05	6.79297590e-07	1	true
9066            	DILUPBiCGStab	1.16312320e-05	7.35305660e-09	1	1.43188840e-05	3.30096230e-09	2	false	DILUPBiCGStab	2.27831340e-05	3.64651130e-09	1	true	GAMG	2.77330350e-05	6.87629190e-07	1	true
9067            	DILUPBiCGStab	1.10232700e-05	7.46092640e-09	1	1.37663310e-05	3.30704090e-09	2	false	DILUPBiCGStab	2.24887940e-05	3.74805420e-09	1	true	GAMG	2.83745870e-05	6.79242450e-07	1	true
9068            	DILUPBiCGStab	1.16299910e-05	7.35256780e-09	1	1.43179720e-05	3.30075370e-09	2	false	DILUPBiCGStab	2.27769180e-05	3.64500970e-09	1	true	GAMG	2.77329850e-05	6.87572870e-07	1	true
9069            	DILUPBiCGStab	1.10220680e-05	7.46040050e-09	1	1.37654540e-05	3.30683160e-09	2	false	DILUPBiCGStab	2.24826260e-05	3.74653600e-09	1	true	GAMG	2.83745610e-05	6.79187330e-07	1	true
9070            	DILUPBiCGStab	1.16287510e-05	7.35207900e-09	1	1.43170600e-05	3.30054520e-09	2	false	DILUPBiCGStab	2.27707040e-05	3.64350900e-09	1	true	GAMG	2.77329360e-05	6.87516620e-07	1	true
9071            	DILUPBiCGStab	1.10208660e-05	7.45987460e-09	1	1.37645760e-05	3.30662240e-09	2	false	DILUPBiCGStab	2.24764610e-05	3.74501870e-09	1	true	GAMG	2.83745340e-05	6.79132240e-07	1	true
9072            	DILUPBiCGStab	1.16275120e-05	7.35159010e-09	1	1.43161490e-05	3.30033680e-09	2	false	DILUPBiCGStab	2.27644930e-05	3.64200920e-09	1	true	GAMG	2.77328870e-05	6.87460430e-07	1	true
9073            	DILUPBiCGStab	1.10196650e-05	7.45934880e-09	1	1.37636990e-05	3.30641320e-09	2	false	DILUPBiCGStab	2.24702970e-05	3.74350240e-09	1	true	GAMG	2.83745080e-05	6.79077150e-07	1	true
9074            	DILUPBiCGStab	1.16262730e-05	7.35110120e-09	1	1.43152370e-05	3.30012840e-09	2	false	DILUPBiCGStab	2.27582840e-05	3.64051030e-09	1	true	GAMG	2.77328380e-05	6.87404260e-07	1	true
9075            	DILUPBiCGStab	1.10184650e-05	7.45882420e-09	1	1.37628230e-05	3.30620410e-09	2	false	DILUPBiCGStab	2.24641370e-05	3.74198690e-09	1	true	GAMG	2.83744810e-05	6.79022080e-07	1	true
9076            	DILUPBiCGStab	1.16250340e-05	7.35061230e-09	1	1.43143260e-05	3.29992010e-09	2	false	DILUPBiCGStab	2.27520780e-05	3.63901230e-09	1	true	GAMG	2.77327880e-05	6.87348060e-07	1	true
9077            	DILUPBiCGStab	1.10172640e-05	7.45830030e-09	1	1.37619460e-05	3.30599500e-09	2	false	DILUPBiCGStab	2.24579800e-05	3.74047230e-09	1	true	GAMG	2.83744540e-05	6.78967000e-07	1	true
9078            	DILUPBiCGStab	1.16237950e-05	7.35012470e-09	1	1.43134160e-05	3.29971190e-09	2	false	DILUPBiCGStab	2.27458740e-05	3.63751510e-09	1	true	GAMG	2.77327390e-05	6.87291940e-07	1	true
9079            	DILUPBiCGStab	1.10160640e-05	7.45777660e-09	1	1.37610700e-05	3.30578610e-09	2	false	DILUPBiCGStab	2.24518240e-05	3.73895860e-09	1	true	GAMG	2.83744280e-05	6.78912010e-07	1	true
9080            	DILUPBiCGStab	1.16225570e-05	7.34963960e-09	1	1.43125050e-05	3.29950380e-09	2	false	DILUPBiCGStab	2.27396730e-05	3.63601890e-09	1	true	GAMG	2.77326900e-05	6.87235770e-07	1	true
9081            	DILUPBiCGStab	1.10148640e-05	7.45725290e-09	1	1.37601940e-05	3.30557720e-09	2	false	DILUPBiCGStab	2.24456710e-05	3.73744580e-09	1	true	GAMG	2.83744010e-05	6.78857010e-07	1	true
9082            	DILUPBiCGStab	1.16213190e-05	7.34915450e-09	1	1.43115950e-05	3.29929570e-09	2	false	DILUPBiCGStab	2.27334750e-05	3.63452350e-09	1	true	GAMG	2.77326410e-05	6.87179690e-07	1	true
9083            	DILUPBiCGStab	1.10136640e-05	7.45672910e-09	1	1.37593190e-05	3.30536830e-09	2	false	DILUPBiCGStab	2.24395210e-05	3.73593390e-09	1	true	GAMG	2.83743750e-05	6.78801950e-07	1	true
9084            	DILUPBiCGStab	1.16200810e-05	7.34866940e-09	1	1.43106850e-05	3.29908770e-09	2	false	DILUPBiCGStab	2.27272780e-05	3.63302900e-09	1	true	GAMG	2.77325910e-05	6.87123590e-07	1	true
9085            	DILUPBiCGStab	1.10124640e-05	7.45620590e-09	1	1.37584430e-05	3.30515960e-09	2	false	DILUPBiCGStab	2.24333730e-05	3.73442290e-09	1	true	GAMG	2.83743490e-05	6.78746970e-07	1	true
9086            	DILUPBiCGStab	1.16188430e-05	7.34818420e-09	1	1.43097750e-05	3.29887970e-09	2	false	DILUPBiCGStab	2.27210850e-05	3.63153540e-09	1	true	GAMG	2.77325420e-05	6.87067510e-07	1	true
9087            	DILUPBiCGStab	1.10112650e-05	7.45568370e-09	1	1.37575680e-05	3.30495080e-09	2	false	DILUPBiCGStab	2.24272270e-05	3.73291270e-09	1	true	GAMG	2.83743220e-05	6.78691960e-07	1	true
9088            	DILUPBiCGStab	1.16176050e-05	7.34769900e-09	1	1.43088660e-05	3.29867180e-09	2	false	DILUPBiCGStab	2.27148930e-05	3.63004270e-09	1	true	GAMG	2.77324930e-05	6.87011410e-07	1	true
9089            	DILUPBiCGStab	1.10100650e-05	7.45516140e-09	1	1.37566940e-05	3.30474220e-09	2	false	DILUPBiCGStab	2.24210840e-05	3.73140350e-09	1	true	GAMG	2.83742960e-05	6.78636990e-07	1	true
9090            	DILUPBiCGStab	1.16163680e-05	7.34721380e-09	1	1.43079570e-05	3.29846400e-09	2	false	DILUPBiCGStab	2.27087040e-05	3.62855090e-09	1	true	GAMG	2.77324440e-05	6.86955330e-07	1	true
